"satisfaction_level";"last_evaluation";"number_project";"average_montly_hours";"time_spend_company";"Work_accident";"left";"promotion_last_5years";"salary";"satisfied"
"887";0.9;0.96;3;223;4;0;0;0;"high";TRUE
"888";0.57;0.87;4;148;3;0;0;0;"high";FALSE
"889";0.54;0.61;3;182;2;0;0;0;"low";FALSE
"890";0.21;0.57;5;239;3;0;0;0;"high";FALSE
"891";0.5;0.56;5;185;2;0;0;0;"high";FALSE
"892";0.52;0.54;4;184;3;0;0;0;"low";FALSE
"893";0.5;0.7;3;188;2;0;0;0;"low";FALSE
"894";0.74;0.86;3;186;3;1;0;0;"high";TRUE
"895";0.69;0.63;3;226;3;0;0;0;"low";TRUE
"896";0.61;0.74;2;143;6;0;0;0;"medium";FALSE
"897";0.5;0.82;3;213;3;0;0;0;"high";FALSE
"898";0.79;0.53;2;217;2;0;0;0;"medium";TRUE
"899";0.73;0.68;5;190;2;0;0;0;"medium";TRUE
"900";0.49;0.69;2;147;2;0;0;0;"medium";FALSE
"901";0.7;0.77;2;235;3;1;0;0;"medium";TRUE
"902";0.27;0.62;6;136;3;0;0;0;"high";FALSE
"903";0.8;0.54;5;261;2;0;0;0;"medium";TRUE
"904";0.45;0.6;6;176;4;0;0;0;"medium";FALSE
"905";0.63;0.64;4;212;4;0;0;0;"medium";TRUE
"906";0.76;0.52;2;148;3;0;0;0;"high";TRUE
"907";0.42;0.74;6;218;6;0;0;0;"medium";FALSE
"908";0.41;0.87;6;262;6;0;0;0;"high";FALSE
"909";0.78;0.96;4;111;2;0;0;0;"high";TRUE
"910";0.8;0.93;4;258;3;0;0;0;"high";TRUE
"911";0.83;0.82;5;273;4;0;0;0;"low";TRUE
"912";0.69;0.53;3;135;2;0;0;0;"low";TRUE
"913";0.64;0.83;3;188;4;0;0;0;"low";TRUE
"914";0.95;0.52;5;222;2;0;0;0;"low";TRUE
"915";0.97;0.52;4;231;3;0;0;0;"low";TRUE
"916";0.85;0.86;3;255;2;0;0;0;"low";TRUE
"917";0.72;0.51;3;254;2;0;0;0;"low";TRUE
"918";0.91;0.85;3;244;3;1;0;0;"medium";TRUE
"919";0.81;0.83;3;132;4;0;0;0;"medium";TRUE
"920";0.13;0.67;5;234;6;0;0;0;"medium";FALSE
"921";0.95;0.81;4;272;3;0;0;0;"medium";TRUE
"922";0.82;0.54;4;191;3;0;0;0;"medium";TRUE
"923";0.63;0.93;4;238;4;0;0;0;"medium";TRUE
"924";0.55;0.69;3;225;2;0;0;0;"medium";FALSE
"925";0.83;0.95;3;211;2;0;0;0;"medium";TRUE
"926";0.54;0.98;3;217;3;0;0;0;"medium";FALSE
"927";0.89;0.91;5;156;4;0;0;0;"medium";TRUE
"928";0.79;0.55;3;147;3;0;0;0;"medium";TRUE
"929";0.24;0.48;5;123;5;1;0;0;"low";FALSE
"930";0.72;0.73;5;134;2;0;0;0;"low";TRUE
"931";0.96;0.75;5;176;4;0;0;0;"low";TRUE
"932";0.73;0.73;4;194;2;0;0;0;"low";TRUE
"933";0.67;0.44;5;212;4;0;0;0;"low";TRUE
"934";0.58;0.72;5;234;3;1;0;0;"low";FALSE
"935";0.9;0.99;4;190;2;0;0;0;"low";TRUE
"936";0.99;0.37;5;155;3;0;0;0;"low";TRUE
"937";0.89;0.58;4;232;2;0;0;0;"low";TRUE
"938";0.72;0.95;4;216;3;0;0;0;"low";TRUE
"939";0.77;0.8;3;207;3;0;0;0;"low";TRUE
"940";0.8;0.94;4;200;4;0;0;0;"medium";TRUE
"941";0.89;0.86;3;178;4;0;0;0;"medium";TRUE
"942";0.59;0.81;4;173;2;0;0;0;"medium";FALSE
"943";0.24;0.87;5;268;5;0;0;0;"medium";FALSE
"944";0.94;0.59;6;212;2;0;0;0;"medium";TRUE
"945";0.74;0.5;4;216;3;0;0;0;"medium";TRUE
"946";0.63;0.62;5;212;6;0;0;0;"medium";TRUE
"947";0.63;0.59;3;155;3;1;0;0;"medium";TRUE
"948";0.77;0.65;4;164;2;0;0;0;"medium";TRUE
"949";0.72;0.96;3;143;3;0;0;0;"low";TRUE
"950";0.64;0.86;5;274;2;1;0;0;"low";TRUE
"951";0.52;0.44;3;119;2;0;0;0;"low";FALSE
"952";0.79;0.67;4;267;3;0;0;0;"low";TRUE
"953";0.74;0.89;3;160;2;0;0;0;"low";TRUE
"954";0.81;0.84;4;198;2;0;0;0;"low";TRUE
"955";0.94;0.6;3;193;3;0;0;0;"low";TRUE
"956";0.67;0.84;6;250;2;0;0;0;"low";TRUE
"957";0.93;0.84;3;237;4;1;0;0;"low";TRUE
"958";0.52;0.96;4;170;2;0;0;0;"low";FALSE
"959";0.48;0.74;2;157;2;1;0;0;"medium";FALSE
"960";0.57;0.92;6;267;4;0;0;0;"medium";FALSE
"961";0.71;0.77;4;192;4;0;0;0;"medium";TRUE
"962";0.9;0.74;4;218;2;1;0;0;"medium";TRUE
"963";0.58;0.61;4;210;3;0;0;0;"medium";FALSE
"964";0.66;0.48;4;229;4;0;0;0;"medium";TRUE
"965";0.59;0.66;3;186;3;0;0;0;"medium";FALSE
"966";0.96;0.5;3;234;2;1;0;0;"medium";TRUE
"967";0.13;0.91;2;149;5;0;0;0;"medium";FALSE
"968";0.93;0.92;3;205;3;0;0;0;"medium";TRUE
"969";1;0.53;3;142;3;0;0;0;"low";TRUE
"970";0.32;0.97;6;272;2;0;0;0;"low";FALSE
"971";0.48;0.5;4;173;3;0;0;0;"low";FALSE
"972";0.62;0.42;2;124;2;0;0;0;"low";TRUE
"973";0.77;0.86;5;282;4;0;0;0;"low";TRUE
"974";0.76;0.8;2;219;4;1;0;0;"low";TRUE
"975";0.68;0.41;3;106;6;0;0;0;"low";TRUE
"976";0.72;0.79;4;192;4;0;0;0;"low";TRUE
"977";0.87;0.91;5;190;2;0;0;0;"low";TRUE
"978";0.59;0.57;2;156;2;0;0;0;"low";FALSE
"979";0.7;0.64;3;180;2;0;0;0;"low";TRUE
"980";0.73;0.81;4;245;2;0;0;0;"low";TRUE
"981";0.58;0.62;3;169;2;0;0;0;"medium";FALSE
"982";0.64;0.66;3;188;4;0;0;0;"medium";TRUE
"983";0.89;0.66;5;224;2;0;0;0;"medium";TRUE
"984";0.95;0.71;3;263;2;1;0;0;"medium";TRUE
"985";0.84;0.9;3;262;2;0;0;0;"medium";TRUE
"986";0.6;0.99;4;225;3;0;0;0;"medium";FALSE
"987";0.71;0.63;5;224;3;1;0;0;"medium";TRUE
"988";0.6;0.95;3;266;3;0;0;0;"medium";FALSE
"989";0.24;0.7;5;172;4;0;0;0;"high";FALSE
"990";0.7;0.7;3;224;3;0;0;0;"low";TRUE
"991";0.3;0.71;3;155;2;0;0;0;"low";FALSE
"992";0.51;0.52;3;132;3;0;0;0;"low";FALSE
"993";0.71;0.87;5;173;3;0;0;0;"low";TRUE
"994";0.64;0.67;3;165;3;0;0;0;"low";TRUE
"995";0.67;0.66;6;272;3;0;0;0;"low";TRUE
"996";0.83;0.94;5;156;3;1;0;0;"low";TRUE
"997";0.92;0.96;3;154;2;1;0;0;"low";TRUE
"998";0.84;0.53;3;237;3;1;0;0;"low";TRUE
"999";0.97;0.75;2;271;6;0;0;0;"low";TRUE
"1000";0.19;0.91;6;152;3;0;0;0;"low";FALSE
"1001";0.86;0.51;4;152;3;1;0;0;"low";TRUE
"1002";0.71;0.69;3;172;3;0;0;0;"low";TRUE
"1003";0.76;0.56;4;214;2;1;0;0;"medium";TRUE
"1004";0.68;0.88;5;201;3;0;0;0;"medium";TRUE
"1005";0.61;0.99;2;275;3;1;0;0;"medium";FALSE
"1006";0.85;0.79;3;156;3;0;0;0;"medium";TRUE
"1007";0.84;0.89;3;234;2;0;0;0;"medium";TRUE
"1008";0.62;0.63;2;123;2;0;0;0;"medium";TRUE
"1009";0.51;0.5;3;147;4;0;0;0;"medium";FALSE
"1010";0.96;0.53;5;224;4;0;0;0;"low";TRUE
"1011";0.8;0.58;5;127;3;0;0;0;"low";TRUE
"1012";0.55;0.77;3;256;3;1;0;0;"low";FALSE
"1013";0.93;0.63;4;233;2;0;0;0;"low";TRUE
"1014";0.93;0.86;4;169;4;0;0;0;"low";TRUE
"1015";0.54;0.48;3;152;2;0;0;0;"low";FALSE
"1016";0.48;0.76;5;236;2;0;0;0;"low";FALSE
"1017";0.19;0.99;3;154;2;0;0;0;"high";FALSE
"1018";0.95;0.71;3;223;2;0;0;0;"low";TRUE
"1019";0.96;0.81;4;211;3;0;0;0;"high";TRUE
"1020";0.63;0.89;4;192;2;0;0;0;"high";TRUE
"1021";0.81;0.8;4;227;2;1;0;0;"low";TRUE
"1022";0.5;0.88;4;265;3;1;0;0;"low";FALSE
"1023";0.76;0.72;5;228;2;0;0;0;"high";TRUE
"1024";0.84;0.49;4;152;3;0;0;0;"low";TRUE
"1025";0.2;0.95;5;169;5;0;0;0;"medium";FALSE
"1026";0.78;0.92;3;169;3;0;0;0;"high";TRUE
"1027";0.8;0.68;4;157;3;0;0;0;"medium";TRUE
"1028";0.94;0.57;4;251;2;1;0;0;"medium";TRUE
"1029";0.74;0.98;5;200;3;0;0;0;"medium";TRUE
"1030";0.37;0.88;4;155;3;0;0;0;"medium";FALSE
"1031";0.68;0.55;4;215;4;0;0;0;"high";TRUE
"1032";0.9;0.51;4;214;2;0;0;0;"low";TRUE
"1033";0.97;0.65;3;181;3;0;0;0;"low";TRUE
"1034";0.6;0.77;4;229;2;0;0;0;"low";FALSE
"1035";0.58;0.79;5;262;2;0;0;0;"high";FALSE
"1036";0.83;0.86;3;165;3;0;0;0;"low";TRUE
"1037";0.83;0.73;5;136;3;0;0;0;"low";TRUE
"1038";0.94;0.71;4;151;2;1;0;0;"low";TRUE
"1039";0.69;0.9;5;226;4;0;0;0;"high";TRUE
"1040";0.81;0.81;5;215;2;0;0;0;"low";TRUE
"1041";0.19;0.5;6;143;5;1;0;0;"low";FALSE
"1042";0.18;0.64;3;223;4;1;0;0;"low";FALSE
"1043";0.58;0.63;4;271;3;0;0;0;"low";FALSE
"1044";0.76;0.65;3;220;3;0;0;0;"low";TRUE
"1045";0.26;0.47;6;182;4;0;0;0;"low";FALSE
"1046";0.78;0.87;3;190;3;0;0;0;"low";TRUE
"1047";0.71;0.56;3;198;3;0;0;0;"medium";TRUE
"1048";0.76;0.61;3;141;2;0;0;0;"medium";TRUE
"1049";0.85;0.82;3;153;3;1;0;0;"low";TRUE
"1050";0.85;0.55;3;137;3;1;0;0;"low";TRUE
"1051";0.73;0.78;5;150;3;0;0;0;"low";TRUE
"1052";0.2;0.49;5;199;5;0;0;0;"low";FALSE
"1053";0.78;0.79;3;203;2;0;0;0;"low";TRUE
"1054";0.83;0.8;3;273;3;0;0;0;"low";TRUE
"1055";0.87;0.56;2;214;3;1;0;0;"low";TRUE
"1056";0.98;0.99;5;141;3;0;0;0;"low";TRUE
"1057";1;0.81;5;243;3;0;0;0;"low";TRUE
"1058";0.7;0.55;4;159;3;0;0;0;"low";TRUE
"1059";0.62;0.88;5;146;3;0;0;0;"low";TRUE
"1060";0.67;0.72;4;159;2;0;0;0;"low";TRUE
"1061";0.86;0.96;4;196;3;0;0;0;"low";TRUE
"1062";0.44;0.57;5;183;2;1;0;0;"low";FALSE
"1063";0.19;0.86;4;192;4;0;0;0;"low";FALSE
"1064";0.76;0.83;4;246;2;0;0;0;"low";TRUE
"1065";0.89;0.93;5;191;4;0;0;0;"low";TRUE
"1066";0.25;0.97;3;158;3;0;0;0;"low";FALSE
"1067";0.68;1;4;167;2;0;0;0;"low";TRUE
"1068";0.38;0.5;2;187;2;1;0;0;"medium";FALSE
"1069";0.57;0.56;3;224;2;0;0;0;"high";FALSE
"1070";0.49;0.67;4;185;2;0;0;0;"low";FALSE
"1071";0.78;0.95;4;184;3;0;0;0;"low";TRUE
"1072";0.15;0.74;2;176;3;1;0;0;"low";FALSE
"1073";0.91;0.89;4;260;3;0;0;0;"low";TRUE
"1074";0.7;0.78;4;254;4;0;0;0;"low";TRUE
"1075";0.6;0.95;3;221;3;0;0;0;"low";FALSE
"1076";0.59;0.57;5;257;2;0;0;0;"low";FALSE
"1077";0.59;0.93;3;265;3;1;0;0;"low";FALSE
"1078";0.55;0.64;3;138;3;1;0;0;"low";FALSE
"1079";0.42;0.75;3;163;2;1;0;0;"low";FALSE
"1080";0.57;0.81;3;144;3;0;0;0;"low";FALSE
"1081";0.72;0.51;3;146;2;1;0;0;"low";TRUE
"1082";0.83;0.81;3;242;6;0;0;0;"low";TRUE
"1083";0.89;0.93;4;249;3;0;0;0;"low";TRUE
"1084";0.55;0.59;3;245;3;0;0;0;"low";FALSE
"1085";0.53;0.75;4;201;2;0;0;0;"low";FALSE
"1086";0.74;0.59;4;177;4;1;0;0;"medium";TRUE
"1087";0.63;0.98;4;160;2;0;0;0;"medium";TRUE
"1088";0.63;0.4;6;177;2;1;0;0;"medium";TRUE
"1089";0.71;0.96;4;144;4;0;0;0;"medium";TRUE
"1090";0.63;0.56;4;274;5;1;0;0;"low";TRUE
"1091";0.8;0.66;4;181;3;1;0;0;"low";TRUE
"1092";0.45;0.72;3;148;2;0;0;0;"low";FALSE
"1093";0.72;0.54;3;226;2;1;0;0;"low";TRUE
"1094";0.84;0.36;6;256;5;0;0;0;"low";TRUE
"1095";0.61;0.51;3;141;2;0;0;0;"low";FALSE
"1096";0.63;0.88;3;177;3;0;0;0;"low";TRUE
"1097";0.49;0.54;4;173;2;0;0;0;"low";FALSE
"1098";0.68;0.51;2;196;3;0;0;0;"low";TRUE
"1099";0.64;0.85;5;179;2;0;0;0;"low";TRUE
"1100";0.61;0.64;4;201;3;0;0;0;"low";FALSE
"1101";0.83;0.55;5;247;3;0;0;0;"low";TRUE
"1102";0.94;0.51;5;238;2;0;0;0;"low";TRUE
"1103";0.27;0.66;3;133;6;0;0;0;"low";FALSE
"1104";0.6;0.49;2;194;4;0;0;0;"low";FALSE
"1105";0.83;0.69;4;232;2;0;0;0;"low";TRUE
"1106";0.53;0.75;3;232;3;0;0;0;"low";FALSE
"1107";0.79;0.97;4;204;3;0;0;0;"medium";TRUE
"1108";0.96;0.49;4;252;3;1;0;0;"medium";TRUE
"1109";0.65;0.57;3;137;4;1;0;0;"high";TRUE
"1110";0.95;0.59;2;154;4;0;0;0;"high";TRUE
"1111";0.98;0.8;2;201;2;0;0;0;"high";TRUE
"1112";0.52;0.8;5;234;3;0;0;0;"high";FALSE
"1113";1;0.97;3;216;3;1;0;0;"low";TRUE
"1114";0.16;0.74;5;205;4;1;0;0;"low";FALSE
"1115";0.19;0.83;3;225;4;0;0;0;"low";FALSE
"1116";0.94;0.87;3;229;3;0;0;0;"low";TRUE
"1117";0.58;0.43;6;132;3;0;0;0;"low";FALSE
"1118";0.92;0.69;4;180;3;0;0;0;"low";TRUE
"1119";0.65;0.8;4;164;4;0;0;0;"low";TRUE
"1120";0.74;0.74;5;175;3;0;0;0;"low";TRUE
"1121";0.6;0.53;5;103;2;0;0;0;"low";FALSE
"1122";1;1;5;142;4;0;0;0;"low";TRUE
"1123";0.81;0.96;4;212;3;0;0;0;"low";TRUE
"1124";0.54;0.67;2;129;3;1;0;0;"low";FALSE
"1125";0.18;0.81;5;140;4;0;0;0;"low";FALSE
"1126";0.82;0.88;4;149;2;0;0;0;"low";TRUE
"1127";0.9;0.96;2;258;2;0;0;0;"low";TRUE
"1128";0.62;0.62;4;136;2;0;0;0;"medium";TRUE
"1129";0.5;0.58;4;165;2;0;0;0;"high";FALSE
"1130";0.96;0.84;4;272;4;1;0;0;"medium";TRUE
"1131";0.96;0.5;3;158;2;1;0;0;"medium";TRUE
"1132";0.87;0.53;6;216;6;1;0;0;"medium";TRUE
"1133";0.61;0.9;5;113;3;0;0;0;"medium";FALSE
"1134";0.18;0.6;3;140;4;0;0;0;"low";FALSE
"1135";0.24;0.77;5;178;5;0;0;0;"low";FALSE
"1136";0.86;0.48;4;153;3;0;0;0;"low";TRUE
"1137";0.25;0.62;6;271;5;0;0;0;"low";FALSE
"1138";0.25;0.82;3;269;5;0;0;0;"low";FALSE
"1139";0.63;0.55;3;160;3;0;0;0;"low";TRUE
"1140";0.89;0.68;4;258;2;1;0;0;"low";TRUE
"1141";0.87;0.82;4;251;3;0;0;0;"high";TRUE
"1142";0.87;0.78;3;170;2;0;0;0;"low";TRUE
"1143";0.71;0.99;4;238;4;1;0;0;"high";TRUE
"1144";0.98;0.87;4;152;2;0;0;0;"high";TRUE
"1145";0.16;0.51;3;262;6;0;0;0;"low";FALSE
"1146";0.83;0.68;4;273;2;0;0;0;"low";TRUE
"1147";0.65;0.77;3;233;2;0;0;0;"high";TRUE
"1148";0.95;0.64;3;262;3;0;0;0;"low";TRUE
"1149";0.7;0.84;4;184;3;0;0;0;"medium";TRUE
"1150";0.41;0.61;3;185;2;1;0;0;"medium";FALSE
"1151";0.83;0.77;3;232;2;1;0;0;"medium";TRUE
"1152";0.88;0.72;3;200;2;1;0;0;"medium";TRUE
"1153";0.56;0.66;5;155;2;0;0;0;"medium";FALSE
"1154";0.53;0.72;3;228;3;0;0;0;"medium";FALSE
"1155";0.8;0.41;3;188;4;0;0;0;"high";TRUE
"1156";0.95;0.78;4;245;3;0;0;0;"low";TRUE
"1157";0.9;0.88;4;205;2;0;0;0;"low";TRUE
"1158";0.5;0.97;4;269;3;0;0;0;"low";FALSE
"1159";0.4;0.59;3;207;6;0;0;0;"high";FALSE
"1160";0.52;0.85;3;250;4;0;0;0;"low";FALSE
"1161";0.51;0.5;5;251;3;1;0;0;"low";FALSE
"1162";0.84;0.62;5;217;3;0;0;0;"low";TRUE
"1163";0.78;0.98;5;252;3;0;0;0;"high";TRUE
"1164";0.91;0.71;2;159;3;1;0;0;"low";TRUE
"1165";0.59;0.71;5;169;2;0;0;0;"low";FALSE
"1166";0.69;0.97;5;105;4;0;0;0;"low";TRUE
"1167";0.87;0.93;4;268;2;0;0;0;"low";TRUE
"1168";0.66;1;5;145;2;0;0;0;"low";TRUE
"1169";0.72;0.74;3;187;2;0;0;0;"medium";TRUE
"1170";0.72;0.8;3;158;3;0;0;0;"medium";TRUE
"1171";0.76;0.98;4;173;3;1;0;0;"low";TRUE
"1172";0.85;0.72;3;201;3;0;0;0;"low";TRUE
"1173";0.82;0.49;5;185;3;0;0;0;"low";TRUE
"1174";0.6;0.93;5;270;3;1;0;0;"low";FALSE
"1175";0.39;0.64;3;152;2;0;0;0;"low";FALSE
"1176";0.83;0.53;3;211;4;1;0;0;"low";TRUE
"1177";0.7;0.92;3;162;3;1;0;0;"low";TRUE
"1178";0.84;0.97;4;253;2;1;0;0;"low";TRUE
"1179";0.9;0.77;4;236;3;0;0;0;"low";TRUE
"1180";0.18;0.84;4;231;5;0;0;0;"low";FALSE
"1181";0.52;0.71;2;231;2;0;0;0;"low";FALSE
"1182";0.87;0.51;4;233;3;0;0;0;"low";TRUE
"1183";0.6;0.79;5;217;2;0;0;0;"low";FALSE
"1184";0.72;0.93;4;174;2;0;0;0;"low";TRUE
"1185";0.48;0.64;4;227;3;0;0;0;"low";FALSE
"1186";0.75;0.53;3;222;2;0;0;0;"low";TRUE
"1187";0.85;0.55;2;207;6;0;0;0;"low";TRUE
"1188";0.39;0.41;6;115;3;0;0;0;"low";FALSE
"1189";0.76;0.57;5;139;4;0;0;0;"medium";TRUE
"1190";0.98;0.84;4;182;3;0;0;0;"medium";TRUE
"1191";0.72;0.72;3;217;2;0;0;0;"medium";TRUE
"1192";0.71;0.62;4;192;4;0;0;0;"medium";TRUE
"1193";0.36;0.65;3;116;2;1;0;0;"low";FALSE
"1194";0.55;0.65;4;170;4;0;0;0;"low";FALSE
"1195";0.64;0.52;3;223;3;0;0;0;"low";TRUE
"1196";0.62;0.57;3;174;2;0;0;0;"low";TRUE
"1197";1;0.95;3;193;6;0;0;0;"low";TRUE
"1198";0.91;0.91;6;167;2;1;0;0;"low";TRUE
"1199";0.81;0.67;4;225;3;0;0;0;"low";TRUE
"1200";0.71;0.92;4;248;3;1;0;0;"low";TRUE
"1201";0.97;0.74;3;104;5;0;0;0;"low";TRUE
"1202";0.75;0.86;6;148;4;0;0;0;"low";TRUE
"1203";0.68;1;3;148;4;1;0;0;"low";TRUE
"1204";0.87;0.68;5;187;3;0;0;0;"low";TRUE
"1205";0.96;0.57;3;151;2;0;0;0;"low";TRUE
"1206";0.41;0.86;6;215;5;0;0;0;"low";FALSE
"1207";0.81;0.61;4;142;4;0;0;0;"low";TRUE
"1208";0.68;1;6;258;5;0;0;0;"low";TRUE
"1209";0.77;0.79;3;157;3;0;0;1;"medium";TRUE
"1210";0.21;0.87;4;148;5;0;0;0;"medium";FALSE
"1211";0.77;0.77;3;219;2;0;0;0;"medium";TRUE
"1212";0.53;0.73;4;147;3;0;0;0;"low";FALSE
"1213";0.89;0.49;5;165;6;0;0;0;"low";TRUE
"1214";0.25;0.59;4;218;3;1;0;0;"low";FALSE
"1215";0.53;0.59;3;231;2;0;0;0;"low";FALSE
"1216";0.44;0.45;2;124;3;0;0;0;"low";FALSE
"1217";0.7;0.44;2;131;2;0;0;0;"low";TRUE
"1218";0.54;0.76;3;199;4;0;0;0;"low";FALSE
"1219";0.9;0.56;3;220;3;0;0;0;"low";TRUE
"1220";0.69;0.8;5;215;3;0;0;0;"low";TRUE
"1221";0.78;0.59;4;180;3;0;0;0;"low";TRUE
"1222";0.91;0.49;6;272;6;0;0;0;"low";TRUE
"1223";0.92;0.61;2;228;2;0;0;0;"low";TRUE
"1224";0.96;0.88;3;168;2;0;0;0;"low";TRUE
"1225";0.8;0.77;4;205;2;0;0;0;"low";TRUE
"1226";0.52;0.67;3;244;3;0;0;0;"low";FALSE
"1227";0.52;0.97;3;185;2;0;0;0;"low";FALSE
"1228";0.93;0.96;5;135;3;1;0;0;"low";TRUE
"1229";0.52;0.91;4;187;2;0;0;0;"medium";FALSE
"1230";0.99;0.91;3;241;2;0;0;0;"high";TRUE
"1231";0.69;0.84;3;227;3;1;0;0;"high";TRUE
"1232";0.88;0.59;5;147;4;0;0;0;"high";TRUE
"1233";0.89;0.9;3;240;3;0;0;0;"high";TRUE
"1234";0.8;0.58;4;238;2;0;0;0;"high";TRUE
"1235";0.22;0.89;4;262;4;0;0;0;"high";FALSE
"1236";0.87;0.83;4;215;2;0;0;0;"high";TRUE
"1237";0.66;0.66;3;211;4;0;0;0;"high";TRUE
"1238";0.9;0.68;3;156;3;1;0;0;"high";TRUE
"1239";0.95;0.54;4;180;5;0;0;0;"high";TRUE
"1240";0.49;0.56;4;260;6;0;0;0;"low";FALSE
"1241";0.71;0.68;4;228;2;0;0;0;"low";TRUE
"1242";0.2;0.96;2;249;3;0;0;0;"low";FALSE
"1243";0.95;0.64;3;242;5;1;0;0;"low";TRUE
"1244";0.68;0.8;2;254;2;1;0;0;"low";TRUE
"1245";0.93;0.68;3;272;2;1;0;0;"low";TRUE
"1246";0.85;0.57;5;210;3;0;0;0;"low";TRUE
"1247";0.82;0.68;3;140;2;0;0;0;"low";TRUE
"1248";0.87;0.42;5;252;5;0;0;0;"low";TRUE
"1249";0.95;0.76;3;236;2;1;0;0;"medium";TRUE
"1250";0.63;0.93;3;236;4;0;0;0;"high";TRUE
"1251";0.87;0.62;5;197;2;0;0;0;"low";TRUE
"1252";0.62;0.87;6;169;2;1;0;0;"medium";TRUE
"1253";0.53;0.9;3;210;3;0;0;0;"medium";FALSE
"1254";0.94;0.83;4;156;2;0;0;0;"medium";TRUE
"1255";0.94;0.55;5;231;2;0;0;0;"medium";TRUE
"1256";0.55;0.64;3;101;2;1;0;0;"medium";FALSE
"1257";0.58;0.72;4;259;3;0;0;0;"medium";FALSE
"1258";0.98;0.88;5;203;5;1;0;0;"medium";TRUE
"1259";0.74;0.76;5;255;4;0;0;0;"medium";TRUE
"1260";0.65;0.48;3;131;3;1;0;0;"medium";TRUE
"1261";0.97;0.79;2;272;2;0;0;0;"medium";TRUE
"1262";0.58;0.75;4;253;2;0;0;0;"low";FALSE
"1263";0.49;0.77;2;254;2;0;0;0;"low";FALSE
"1264";0.69;0.98;3;214;2;0;0;0;"low";TRUE
"1265";0.55;0.49;5;195;3;0;0;0;"low";FALSE
"1266";0.65;0.89;4;240;3;0;0;0;"low";TRUE
"1267";0.87;0.49;4;149;2;0;0;0;"low";TRUE
"1268";0.12;0.7;4;276;4;0;0;0;"low";FALSE
"1269";0.56;0.54;4;191;2;1;0;1;"medium";FALSE
"1270";0.61;0.5;4;271;3;1;0;0;"medium";FALSE
"1271";0.5;0.74;4;165;2;1;0;0;"medium";FALSE
"1272";0.78;0.54;5;257;3;0;0;0;"high";TRUE
"1273";0.61;0.68;4;244;3;0;0;0;"low";FALSE
"1274";0.48;0.5;4;179;3;0;0;0;"medium";FALSE
"1275";0.93;0.92;3;248;2;0;0;0;"medium";TRUE
"1276";0.78;0.58;3;224;2;0;0;0;"medium";TRUE
"1277";0.92;0.99;5;236;4;0;0;0;"medium";TRUE
"1278";0.71;0.98;5;213;3;0;0;0;"medium";TRUE
"1279";0.15;0.42;4;238;3;0;0;0;"medium";FALSE
"1280";0.14;0.83;5;153;5;1;0;0;"medium";FALSE
"1281";0.56;0.72;4;247;2;0;0;0;"medium";FALSE
"1282";1;0.84;3;154;3;0;0;0;"medium";TRUE
"1283";0.77;0.82;3;147;4;0;0;0;"high";TRUE
"1284";0.86;0.66;3;150;2;0;0;0;"low";TRUE
"1285";0.88;0.95;3;137;3;0;0;0;"low";TRUE
"1286";0.85;0.84;5;179;3;0;0;0;"low";TRUE
"1287";0.95;0.56;5;194;2;0;0;0;"high";TRUE
"1288";0.65;0.65;4;224;3;0;0;0;"low";TRUE
"1289";0.86;0.53;4;160;2;1;0;0;"medium";TRUE
"1290";0.41;0.68;4;273;3;0;0;0;"medium";FALSE
"1291";0.5;0.43;3;184;2;0;0;0;"medium";FALSE
"1292";0.8;0.91;3;202;2;0;0;0;"medium";TRUE
"1293";0.67;0.83;4;195;3;0;0;0;"medium";TRUE
"1294";0.71;0.88;4;266;3;0;0;0;"high";TRUE
"1295";0.66;0.85;3;266;5;0;0;0;"low";TRUE
"1296";0.77;0.74;5;263;2;0;0;0;"medium";TRUE
"1297";0.62;0.54;3;142;2;0;0;0;"medium";TRUE
"1298";0.95;0.53;4;162;3;0;0;0;"medium";TRUE
"1299";0.89;0.75;5;258;2;0;0;0;"medium";TRUE
"1300";0.74;0.83;4;170;2;0;0;0;"low";TRUE
"1301";0.19;0.8;4;249;5;0;0;0;"low";FALSE
"1302";0.83;0.77;3;171;3;0;0;0;"low";TRUE
"1303";0.53;0.64;2;177;4;0;0;0;"low";FALSE
"1304";0.98;0.75;5;188;2;0;0;0;"low";TRUE
"1305";0.74;0.99;5;146;2;0;0;0;"low";TRUE
"1306";0.22;0.88;5;154;5;0;0;0;"low";FALSE
"1307";0.76;0.68;4;204;3;1;0;0;"low";TRUE
"1308";0.89;0.91;5;224;3;1;0;0;"low";TRUE
"1309";0.7;0.74;4;247;2;0;0;0;"low";TRUE
"1310";0.9;0.78;4;261;2;1;0;0;"medium";TRUE
"1311";0.5;0.4;3;180;4;0;0;0;"medium";FALSE
"1312";0.68;0.61;3;261;5;0;0;0;"medium";TRUE
"1313";0.5;0.78;6;138;3;0;0;0;"medium";FALSE
"1314";0.85;0.81;4;164;4;0;0;0;"medium";TRUE
"1315";0.95;0.52;3;144;3;0;0;0;"medium";TRUE
"1316";0.92;0.92;3;244;2;0;0;0;"high";TRUE
"1317";0.83;0.87;5;233;3;0;0;0;"low";TRUE
"1318";0.9;0.78;4;225;2;1;0;0;"medium";TRUE
"1319";0.21;0.77;6;215;4;0;0;0;"medium";FALSE
"1320";0.94;0.86;3;223;4;0;0;0;"medium";TRUE
"1321";0.7;0.85;4;232;3;0;0;0;"medium";TRUE
